"Gene","Adipose_Subcutaneous","Adipose_Visceral_Omentum","Adrenal_Gland","Artery_Aorta","Artery_Coronary","Artery_Tibial","Bladder","Brain_Amygdala","Brain_Anterior_cingulate_cortex_BA24","Brain_Caudate_basal_ganglia","Brain_Cerebellar_Hemisphere","Brain_Cerebellum","Brain_Cortex","Brain_Frontal_Cortex_BA9","Brain_Hippocampus","Brain_Hypothalamus","Brain_Nucleus_accumbens_basal_ganglia","Brain_Putamen_basal_ganglia","Brain_Spinal_cord_cervical_c-1","Brain_Substantia_nigra","Breast_Mammary_Tissue","Cells_Cultured_fibroblasts","Cells_EBV-transformed_lymphocytes","Cervix_Ectocervix","Cervix_Endocervix","Colon_Sigmoid","Colon_Transverse","Esophagus_Gastroesophageal_Junction","Esophagus_Mucosa","Esophagus_Muscularis","Fallopian_Tube","Heart_Atrial_Appendage","Heart_Left_Ventricle","Kidney_Cortex","Kidney_Medulla","Liver","Lung","Minor_Salivary_Gland","Muscle_Skeletal","Nerve_Tibial","Ovary","Pancreas","Pituitary","Prostate","Skin_Not_Sun_Exposed_Suprapubic","Skin_Sun_Exposed_Lower_leg","Small_Intestine_Terminal_Ileum","Spleen","Stomach","Testis","Thyroid","Uterus","Vagina","Whole_Blood","VitalAverage","NonVitalAverage"
"ZMAT3",6.67853,5.88594,7.88605,19.0546,14.3204,11.7344,8.43464,10.5998,12.9765,11.0393,7.77315,7.30863,12.5782,18.156,8.62527,11.6061,12.9046,8.64561,9.94657,10.4617,6.1135,31.4895,49.7162,11.5834,11.034,9.60963,5.49419,8.94844,4.59888,10.5083,7.78469,4.53662,2.96292,3.84189,5.08316,3.41353,8.40865,6.98617,2.41101,12.1441,5.61947,2.82162,9.7693,8.63909,6.12366,6.99492,4.79106,6.65942,4.12038,4.67544,8.143,11.3656,7.47724,1.97279,9.90810125,9.31841278252612
"WLS",26.2096,24.0628,28.9303,41.7875,33.0571,32.2165,75.8322,32.5321,34.1723,38.7143,6.3062,8.64025,24.9986,30.6325,18.8377,27.7292,33.8841,31.8043,15.9851,25.1462,30.0095,70.224,0.14106,47.2475,61.5832,79.0351,43.6471,116.266,36.5501,117.13,41.1537,18.9719,15.3626,20.6457,30.2108,4.94013,42.5628,30.2803,4.23234,40.2251,72.073,21.4344,13.7691,38.8435,45.7223,35.9435,23.5922,20.021,38.1441,18.535,22.9515,37.4381,44.2041,13.5592,25.392509375,38.8926660968661
"KCNQ5",0.0552148,0.0622803,0.0531238,3.32062,1.35093,1.53287,1.07658,2.79068,9.91572,10.1555,0.510229,0.448457,13.6778,25.6864,2.75865,1.79249,14.3709,6.52356,0.329058,0.157085,0.108897,0.419737,12.3533,0.0439437,0.0680972,0.575855,0.283156,0.623411,0.347885,0.688662,0.19302,0.103893,0.0114449,0.0366133,0.0128188,0.0303408,0.327316,0.667768,10.7628,0.246628,0.0713013,0.0644584,0.203706,0.974992,0.110294,0.134522,0.810262,1.07402,0.180083,0.481007,3.45673,0.088999,0.622313,0.205968,5.59744893125,1.17577663338082
"MCC",10.5583,12.9966,2.11481,5.71277,7.48423,4.05404,15.2355,3.06143,5.19931,4.20989,4.32545,6.57609,4.88438,4.90295,2.51398,5.06049,5.02092,2.703,4.00057,7.20325,11.9705,6.90113,0.674641,34.0761,29.4221,5.5659,3.23647,8.03239,12.6725,6.97639,21.3523,6.45694,4.32021,3.25241,6.19056,6.43604,10.1487,10.1977,2.12053,16.7701,95.1302,1.16188,5.07705,16.0752,22.6786,23.129,3.86991,4.138,3.79327,4.81103,6.64343,21.0058,20.3417,0.518134,5.0367225,12.3748026519468
"SLX4IP",2.92612,2.49427,2.99228,3.43337,3.67868,2.72486,3.13918,1.79348,1.81167,2.52646,3.35506,2.9314,1.87689,2.23225,1.90152,3.01852,3.25025,1.9133,3.56839,2.31132,3.0852,4.29649,7.41665,3.82091,4.29825,1.9959,3.00601,1.59503,3.93258,1.5354,3.03975,1.30753,0.766726,2.14555,3.46806,2.2657,3.24602,3.00174,0.48005,3.916,3.61747,1.96,9.73388,4.89521,4.64925,4.30478,3.64204,4.42034,2.53088,5.97283,6.22953,2.92808,4.60495,0.879478,2.363174125,3.54507688793922
"CNPY2",40.2182,47.2341,63.82,67.3273,62.0706,51.0399,47.2681,27.8816,30.058,32.214,53.6722,45.7037,31.1084,39.9962,28.3259,38.7172,34.1834,30.1669,48.7221,31.7654,50.4027,91.6779,53.6743,63.3276,72.9476,40.7099,40.8793,42.5936,39.9706,37.9504,65.9507,21.4246,12.539,31.2335,38.0105,45.7947,52.1383,67.1546,13.6168,72.3764,74.5182,33.97,116.657,63.1,33.4018,31.537,47.7161,51.3819,45.4197,39.4245,87.45,66.9496,51.959,10.3464,34.91355625,52.5251872744539
"ANKRD36",3.9813,2.77913,1.30266,4.86377,4.45005,4.66281,3.05241,0.952206,1.19945,1.4362,6.95537,9.60712,2.30309,1.55854,1.18254,1.41339,1.78399,1.12441,1.77761,0.893017,4.25038,3.02256,4.23755,5.18914,5.1831,3.48554,2.31961,3.40065,1.30064,3.01742,4.98446,1.39645,0.58894,1.09788,1.08064,0.376238,3.91434,2.95659,0.544187,9.41255,7.52967,1.52589,4.05782,3.68801,3.3143,2.8186,2.84559,2.08141,1.88839,11.0483,4.44367,6.79008,4.056,0.199551,2.3804164375,3.60218741358025
"NR6A1",0.643734,0.474509,1.01061,0.27679,0.729663,0.410839,1.05217,0.93176,1.28834,1.03044,3.86975,4.11371,1.62968,1.48599,1.02884,1.20264,1.27595,0.91609,1.0707,0.855483,1.38692,0.241801,3.5361,0.779084,2.21705,2.21788,3.31874,0.671299,2.65383,1.10855,0.910261,0.664853,0.677454,1.87289,2.21832,1.86679,2.93646,2.07016,0.849855,3.10912,0.745761,1.94112,2.91268,2.77924,3.85315,3.90301,3.01083,1.52986,0.62889,43.2925,12.415,1.21956,2.57538,2.37004,1.56113375,3.114528665717
"ITFG2",15.7426,13.6686,14.9168,16.1331,18.4658,20.6018,18.7879,4.39747,4.75714,6.11755,25.6439,24.4914,6.87448,6.97143,4.95916,6.6266,6.25231,5.2827,8.27922,5.54402,17.6008,14.9336,13.397,29.3133,31.0088,16.614,14.8188,14.3922,12.9321,13.3125,24.2949,6.79896,4.16574,9.80428,13.98,6.85291,17.3416,16.7806,4.20092,27.2745,33.0686,10.4431,20.9856,20.5099,14.8296,14.411,17.0938,23.6165,14.2016,10.4894,36.0366,29.4493,19.8709,4.75172,9.03148,17.5554142117759
"MAPKAP1",29.8541,23.4859,36.3519,27.7204,30.4001,36.4371,33.8934,22.017,24.8457,28.8967,25.0554,24.4019,24.9095,27.324,18.7543,18.6999,29.9874,22.8307,16.9649,18.3336,26.42,49.6855,64.1688,40.142,40.0443,44.5463,24.0556,35.7856,25.3754,43.3136,27.1536,20.1719,19.8494,17.0428,16.8132,10.9226,27.7265,20.8527,26.966,27.4249,26.8282,11.0641,17.0492,27.1478,21.5954,23.4656,22.3073,21.1883,22.5735,36.5321,30.4213,33.178,31.4521,8.40043,23.17305,28.6961163105413
"RBFOX2",42.2776,33.0152,24.444,83.7288,60.8945,84.6455,68.0051,18.8914,34.0519,23.3989,188.7,165.167,45.8896,54.3808,18.4923,26.9061,29.523,16.7336,11.2582,14.5008,41.8821,73.5356,0.190412,93.609,91.1244,94.5456,40.1415,77.1419,31.5911,72.0838,83.8201,21.7081,17.2729,13.1545,21.5344,12.5016,42.078,28.7381,27.8604,49.5963,96.3355,8.62351,43.9308,53.4985,34.2613,35.2242,22.9268,14.2009,21.3295,23.5517,54.4332,128.604,56.3589,0.15123,45.5595375,48.4904976068376
"DNASE1",3.45808,3.26622,3.03341,4.21364,3.87919,3.45438,5.00286,1.84181,2.18553,2.39547,13.7564,13.7962,2.90125,2.58378,2.28476,2.56327,2.66602,2.0367,2.78228,1.81744,3.7993,3.76105,4.54866,7.77427,6.88235,4.71072,4.08925,4.08654,3.90828,3.89612,7.17735,1.78271,1.2219,6.15903,15.3422,1.46829,4.24884,3.29784,0.792377,5.46448,6.76338,4.51888,14.7284,9.85901,3.39954,3.27314,14.7822,7.07182,5.94151,9.85938,7.63753,6.95353,6.33106,2.97594,3.8040225,5.71069835944919
"ZFYVE16",14.3634,13.0902,11.3445,14.0662,14.8943,15.4937,13.9447,11.2716,8.5438,14.6475,24.9065,26.8952,13.0046,11.206,13.5978,13.7863,13.0925,13.8386,35.7442,17.3286,14.0625,17.9338,7.77482,33.5414,32.0945,13.9905,9.49242,11.7087,8.92293,11.0644,18.371,10.7215,6.18246,5.25712,10.1946,4.22877,17.1417,9.90363,6.46394,25.4714,29.8292,4.43563,19.3009,14.5982,8.77303,9.07393,9.43369,12.5526,7.34764,16.4327,15.7014,25.308,17.8038,4.84264,15.74430375,14.0421568423552
"GPI",127.346,152.186,217.654,119.303,126.75,132.241,140.718,88.2682,146.022,113.385,310.428,301.559,214.063,224.164,88.6803,121.566,125.858,93.9809,64.7156,80.8124,105.859,181.004,397.967,108.422,96.6608,149.328,118.312,145.489,148.726,165.96,97.7369,139.782,155.234,96.4806,123.444,77.0916,90.1146,80.4877,134.722,105.334,100.048,27.632,147.006,96.8515,105.814,107.636,98.0108,87.8169,77.8434,109.603,115.99,101.757,118.658,59.1378,147.4145625,123.943550807217
"TBC1D14",12.6971,10.8941,23.6784,15.1433,13.6257,13.9253,13.3713,10.5063,12.8765,11.6647,12.0154,13.5117,14.2687,13.7284,9.2127,11.2617,12.3201,8.04014,11.2313,9.72784,12.2647,18.0265,22.9795,13.2564,14.812,12.8535,13.3941,15.2267,18.2698,15.1641,15.2011,7.37552,5.61714,13.1907,8.57128,4.2705,16.2742,16.2789,12.9593,22.2673,16.7116,4.69121,14.2254,11.9538,20.4015,23.3539,15.2064,15.584,23.494,23.6127,11.9494,17.1786,13.9882,12.5061,11.22702125,15.1588052184236
"ESF1",17.5111,15.968,11.3819,15.2283,16.2885,21.2198,14.1438,8.80178,7.91765,9.84396,13.8654,12.3721,9.02915,9.95525,8.5564,10.2071,9.86492,8.89281,22.0894,10.9438,15.9201,33.1006,30.6739,17.4451,15.496,12.4243,10.5447,12.2524,11.8902,12.3917,17.6287,6.6542,5.23692,4.86577,9.03383,5.87328,12.1491,10.5944,10.1113,24.3374,20.296,4.78341,11.353,11.9831,13.0621,13.8451,10.6962,10.7668,8.51193,25.9962,15.356,18.3114,16.2103,0.638194,10.39874625,14.3940145821462
"ITPA",40.4176,37.8727,46.763,41.3541,42.8171,35.7175,40.4628,18.1603,21.9472,22.9743,20.2747,19.0803,25.2549,28.554,18.7657,19.1937,24.5843,19.5579,23.2,17.8595,41.6052,66.4761,65.7837,56.377,55.9232,28.1972,32.4553,28.9318,54.7204,27.7601,38.567,15.3145,10.8051,28.9955,47.149,20.4342,41.1436,39.6593,14.406,49.3431,44.2119,16.7754,24.8338,43.9927,48.4513,50.8687,36.0353,50.7763,31.5811,31.9051,76.0889,44.3229,44.9564,15.1673,21.666875,40.4393399810066
"STAU2",8.88245,8.53559,8.10077,9.79282,9.68074,10.0132,8.08583,9.1695,16.1264,8.08208,15.0248,11.4014,16.6051,26.1526,7.69685,9.9025,9.89036,6.30426,8.29723,8.12755,8.32271,7.33315,12.2284,8.70615,8.29851,8.10802,5.90177,8.69011,10.8906,8.68589,7.94782,9.27982,8.48635,4.69986,5.93508,3.74176,8.60969,8.94094,13.89,9.42194,8.48413,2.22742,7.33598,7.3905,6.85667,7.18651,6.60259,5.27893,4.94791,6.64348,9.3572,8.93444,9.6965,2.31773,11.197280625,7.87005317663818
"DTNBP1",16.56,12.2727,7.2297,25.4142,21.0944,29.6841,16.8354,16.936,20.7644,20.4975,11.7177,12.3441,20.5886,21.5346,9.80772,20.076,37.2083,18.5253,13.1445,15.1808,15.3006,11.3082,18.812,16.8081,16.2691,23.9582,13.4562,20.3974,8.24159,19.5095,14.3254,9.58645,6.60378,10.0928,11.6795,3.11792,17.0707,11.8055,8.48411,18.5542,12.6995,4.15213,12.2145,15.1076,12.0596,12.7317,15.3235,20.2909,11.0204,16.5915,17.2509,18.3147,13.564,10.5606,16.974153125,14.8345990978158
"SLC25A12",19.1225,16.3938,16.4436,30.2585,37.6164,43.4693,28.9545,12.6012,23.1502,17.5972,57.9389,46.3536,32.3966,46.349,14.1969,22.2317,19.1421,13.774,15.4949,12.0414,21.2833,19.7142,31.3467,26.1297,29.7859,44.4437,23.734,44.8634,18.133,47.5985,28.3132,44.5781,41.9312,11.8846,17.0784,1.1981,14.7824,24.0481,70.1825,24.6937,31.838,2.39953,35.5748,28.3157,21.8827,23.3415,15.7912,16.4728,17.5375,14.1965,36.641,27.9938,25.5019,3.79861,27.1599625,25.7470047958215
"ANAPC5",81.5267,60.0476,60.1348,91.7258,82.0983,86.2974,71.5755,31.7727,31.7557,38.1182,89.9977,85.9461,49.7126,46.9871,40.4252,39.4632,38.7141,35.0497,70.594,39.3146,78.7804,83.8309,93.7409,113.495,112.038,65.2099,55.2388,60.03,55.3468,55.9469,104.407,30.3408,25.2252,32.5687,39.4933,28.4211,69.7284,69.7352,51.0643,108.11,88.5892,49.6996,91.8472,73.6991,73.3913,78.6561,62.523,91.7971,60.9455,63.7765,96.7705,103.809,79.3218,27.5262,47.69658125,73.0484293922127
"DCAF8",79.5037,58.3942,60.9563,88.6293,80.2578,96.5524,81.8989,28.302,34.8568,34.3174,112.303,116.051,49.76,50.3749,31.5772,35.3711,36.5524,29.575,45.8859,34.6972,76.2739,55.5604,57.8568,92.9685,93.106,92.9627,58.2587,94.198,45.807,96.6874,89.0605,42.2252,40.4217,37.436,43.1466,53.9553,75.3472,60.2862,96.2895,116.415,94.9165,35.3039,96.4162,79.9205,76.1767,78.7546,68.4259,82.7685,55.2352,62.9882,121.659,97.1505,71.5075,28.2266,49.851125,74.9633036562203
"CCND1",59.5648,28.0166,27.445,87.2215,64.4504,70.1661,30.2791,13.8482,12.3071,10.3565,8.10264,7.60121,9.1724,10.8473,15.4776,14.383,9.51135,9.74876,23.8804,19.9105,55.9963,202.003,5.42097,16.347,14.6563,26.7099,18.9798,33.3708,96.5525,41.2621,19.865,27.3795,24.6997,17.8658,30.299,25.7132,62.1373,44.5032,1.39123,94.811,8.02001,18.3763,40.9923,71.5256,110.9,102.191,14.1371,20.1511,20.9309,5.17559,50.6347,17.9891,71.6884,0.255782,17.46021625,43.6379771937322
"RABL6",37.1716,33.7491,32.4587,43.5369,44.3501,45.843,45.5301,42.4271,57.4065,62.4149,142.435,148.421,69.8923,68.6541,39.9902,40.1782,69.1547,53.5511,43.4534,33.3583,37.1247,45.3516,50.7812,44.8829,46.1471,53.3921,49.0491,51.0883,43.5374,52.0679,46.7845,29.1747,28.0768,25.8938,30.2237,8.77408,49.3806,36.6739,59.0371,51.8067,48.9499,34.6952,78.8926,68.8796,42.3224,43.6978,46.8791,49.6912,42.6464,69.51,54.7271,50.8202,39.7268,16.5618,61.12305625,44.9463586419753
"ARL15",14.6747,15.8708,12.3904,8.33723,11.4177,7.38363,10.6092,5.20632,8.79083,4.30714,9.32714,6.04403,6.7149,11.4994,7.54902,6.56318,4.63673,3.68818,7.51641,4.15134,17.2971,8.12715,2.46238,12.9496,16.9029,7.21939,8.91848,8.75407,7.72961,7.67014,12.4045,7.47836,4.73378,8.87268,10.5061,3.21926,11.2519,11.0842,1.71027,12.7058,8.96117,2.40231,13.5713,13.2315,14.2942,15.2935,9.10202,10.0531,6.06124,12.2437,14.2361,18.9791,13.1375,2.83861,6.84116625,10.3317682146249
"ACOT7",10.7253,8.56197,9.13734,25.8851,18.6524,20.5739,16.4812,34.5719,65.2622,38.7799,81.2927,80.2588,105.592,116.833,34.9518,77.1194,56.7272,29.1246,32.6192,37.0248,9.43067,41.8797,49.3114,16.2887,17.254,26.2101,24.2376,19.0139,25.2005,18.7727,14.3418,4.96113,4.76361,19.9608,12.4421,7.55398,18.8819,8.27346,1.98564,23.3388,12.4718,3.2155,68.4548,12.6524,21.505,18.77,26.234,17.5498,10.3056,48.3684,6.9727,18.3199,21.2849,2.95443,51.17275875,19.5727635754986
"UACA",51.0678,38.6153,13.2588,61.6728,62.2956,80.8511,17.0698,4.34055,3.24989,5.18843,2.28793,3.15564,4.2427,3.40088,5.43203,4.67975,3.75495,5.23878,12.7383,8.02494,44.9435,40.7293,1.65753,37.7953,34.7751,16.8894,14.6096,28.5701,22.5341,24.8176,39.3363,14.6043,10.6726,19.0175,23.5944,5.40393,40.4002,20.5058,67.8353,118.594,47.873,6.33511,13.661,28.2556,20.178,23.2717,13.9819,29.6971,13.9031,21.2326,53.55,32.8945,33.3585,0.245934,8.213241875,32.0511405935423
"MTR",20.4648,15.8619,10.7983,22.9082,22.9461,27.1201,22.9113,4.34433,4.89609,5.86835,16.8669,17.3745,7.50297,6.54486,5.12674,6.40025,6.73516,4.88957,9.09613,5.1004,18.0143,20.0795,23.9001,28.8435,27.0888,22.8357,12.1457,23.6255,7.30258,22.2702,28.8633,10.7399,9.3369,13.7451,14.7956,4.32599,17.6228,11.7146,12.9233,38.4369,31.6322,9.95472,14.1189,17.6495,18.5538,19.8817,13.8944,15.0035,12.0897,22.3425,33.257,28.0473,18.0433,0.99252,8.652865625,19.1141872744539
"ABR",36.1786,28.946,27.5292,79.887,57.2969,73.7747,37.1943,72.0726,97.2686,71.9255,32.8153,41.4916,125.591,124.279,59.5462,57.2816,82.4512,55.7133,30.1179,44.0625,33.0277,27.8643,34.4706,48.218,49.3357,34.3983,65.8552,46.1056,57.4944,42.499,44.3298,27.6501,26.8687,12.0382,13.1023,1.9051,56.1684,36.6866,5.33632,28.3358,28.0379,5.74442,44.6113,36.1582,39.642,41.1485,55.4351,40.1308,24.4598,14.979,20.6441,48.4787,47.2122,21.1797,62.83146875,36.7698134852802
"USP54",7.63819,5.47225,4.10625,8.69987,9.05568,12.6576,17.469,19.8395,12.3989,20.3256,19.7156,20.1265,18.6136,15.982,22.3378,20.3535,14.3022,20.7776,67.3464,28.3999,12.2631,4.17163,3.15095,17.7927,19.0661,18.2721,15.8232,20.211,15.1694,18.1863,19.5196,9.85537,7.38651,3.12845,5.14686,1.01021,19.9448,24.3279,77.0141,40.0133,13.2671,6.50226,13.0304,22.122,20.933,22.349,10.2352,3.12496,15.4249,16.3375,66.3994,14.948,20.1746,0.358386,21.10661125,16.471600337132
"ARHGAP5",17.0914,16.9221,12.0408,19.6798,21.6085,30.64,22.8783,21.4565,20.5353,19.1147,29.6265,27.4312,19.5573,22.7788,17.2048,16.9051,16.2541,15.2472,22.9578,18.1517,17.3802,21.0737,8.65998,23.8396,21.4605,25.3696,15.6323,22.7755,27.4177,25.0721,19.4335,12.1009,8.67963,9.85107,10.8223,6.30133,19.3004,26.3649,7.99464,30.1464,26.0119,5.58544,16.9029,21.1849,16.4759,16.6324,14.7507,12.5243,10.4931,19.3394,25.8754,23.2326,27.2343,0.679689,19.206370625,18.3585731837607
"DMXL1",10.2141,7.59956,6.61819,11.1909,11.2959,15.1663,8.98266,3.30049,3.92927,3.74741,11.4884,12.3978,4.8907,5.4078,3.65753,4.54365,3.80167,3.02768,9.11663,4.37182,9.52315,11.2597,24.9026,9.9135,10.5395,8.54634,6.66398,8.91954,8.413,8.59323,9.74467,3.9305,2.34475,4.52601,5.11295,3.30099,8.68646,8.67912,3.59948,15.3241,11.8341,4.99093,7.67722,17.8098,9.23853,9.86987,7.75701,6.87674,6.7569,8.72693,13.1419,12.3695,10.4471,1.19015,5.54016,9.37370883665717
"GAB1",9.54914,8.56497,6.34638,24.1332,19.0766,20.3621,10.0143,6.76731,4.42036,7.37833,3.77937,4.80587,6.17881,5.94492,8.42318,5.9058,5.1659,7.44916,24.5176,9.79663,10.0867,4.17653,4.47244,13.9744,11.7058,17.9706,11.0707,22.6886,11.8408,23.7114,11.5512,6.68252,6.93017,3.4153,5.55973,2.15531,13.9416,9.69209,3.86525,41.299,13.8069,2.14442,5.33923,7.4247,10.8398,11.634,8.01735,5.53241,6.40746,6.27802,8.76396,20.7161,13.9214,1.3498,8.005470625,11.2764874074074
"ASCC3",6.89495,6.29077,6.56442,10.7391,10.0508,10.4397,9.54991,1.92687,1.87143,2.40318,4.98264,5.38222,2.52946,2.20546,1.88446,2.75766,2.84536,1.96974,3.73463,2.26037,7.2447,32.4566,25.2781,10.4686,10.1002,6.23465,5.3827,6.61478,8.81031,6.67012,7.65687,4.19973,2.24643,2.1149,3.30573,3.70565,7.62173,7.2796,3.39171,8.29279,7.32862,3.17363,9.35695,8.28936,8.79873,8.5901,6.46681,6.41402,4.41968,7.17521,6.71992,8.78479,11.2792,1.18268,3.176335625,8.21190701329535
"MLLT10",20.1424,16.8872,12.1787,23.0236,21.5066,25.5972,29.1852,4.21097,4.95759,5.80664,20.2355,20.7543,7.09683,7.25831,4.37023,5.64434,5.92912,4.4187,7.11157,4.62462,18.4183,19.6372,20.274,32.271,28.833,28.1117,14.3919,23.0262,14.3262,22.946,27.0092,10.8557,6.68693,6.50047,8.47473,6.09613,18.6144,12.5511,8.3603,22.2648,30.5242,5.70153,17.4248,16.8751,22.9065,22.221,14.4847,12.775,8.33217,50.8585,24.1748,31.2302,23.3718,2.17593,8.660984375,19.5239271367521
"ANKRD26",3.97674,3.14866,2.78091,3.37817,3.40893,3.58007,4.26682,1.89491,2.39645,2.76354,6.9164,7.98541,3.7603,3.45777,1.95533,2.75282,3.50902,1.98894,2.34578,1.75229,4.02939,6.69256,8.47959,6.59417,7.301,4.3243,2.77978,3.60293,2.67068,3.56036,5.54653,2.93912,2.26858,1.79229,2.39181,1.22195,3.36381,3.33955,3.83428,7.36163,7.48549,1.43909,8.31639,4.41881,2.95162,2.84808,3.00791,2.79434,2.42142,6.91007,5.8758,6.49792,4.70586,0.179282,3.253154375,4.20103773979107
"OSTM1",23.5938,20.8595,20.1168,32.9316,32.7413,42.4968,20.0457,6.17923,7.72023,8.15445,15.4455,11.6602,7.38263,10.698,7.08652,12.3261,8.67487,6.41949,9.37531,7.05519,18.7069,17.0606,7.23734,21.6264,18.8586,24.9811,12.7736,24.7585,8.41916,26.2164,22.5108,10.749,6.99568,6.39612,8.88267,4.84814,20.6156,9.99669,9.48482,24.1771,12.8936,4.62327,20.1567,14.5324,10.5204,11.148,11.9386,16.8391,8.44494,12.3098,16.8554,24.5205,13.6471,6.84634,9.783625,16.9189698243115
"CBFA2T2",9.80021,8.11487,5.62068,11.5918,10.8523,13.4899,16.1514,5.8271,7.2175,7.30997,17.5529,18.391,10.6234,9.70431,7.07292,7.89736,8.74395,5.6917,9.276,6.66351,9.93207,7.3748,8.00137,18.7435,18.4566,18.0083,14.973,12.4863,10.5491,11.0765,16.4056,5.31208,3.40967,5.72321,7.66511,3.95686,12.9554,10.5538,4.61518,14.5721,20.3555,3.79012,15.9329,23.7198,15.4518,14.6815,14.1786,12.4767,8.61558,17.2526,19.8693,16.2642,16.0875,2.70942,8.978048125,12.3452769088319
"ZNF721",9.47906,10.2851,7.03652,7.39447,8.81895,7.93559,11.9953,7.42668,8.93491,8.56905,32.7676,26.2608,11.0133,12.6366,8.26726,7.90259,9.53722,6.83091,11.0461,7.28921,11.6581,10.6244,15.5787,13.0152,14.8771,9.43834,7.19729,9.03416,7.32135,7.99976,16.1145,3.98624,2.79049,5.41844,7.39834,5.00783,11.1192,8.39568,4.63047,16.1678,15.8712,4.35913,14.3281,12.8897,9.98226,9.0206,9.28712,11.4876,6.91001,14.1402,14.7428,14.5778,12.87,0.860604,11.023635,10.1161465954416
"GGA1",26.5297,23.5837,37.7532,28.9416,28.0745,27.1701,34.4313,15.0145,17.1532,17.3802,61.4396,61.9322,22.9253,21.3176,16.7436,18.7614,17.2343,15.4814,26.8077,18.085,29.8,25.073,38.43,44.3047,53.5593,33.827,31.1696,29.2598,34.0812,28.5592,50.7742,12.6955,10.1224,21.7018,27.6759,16.989,41.7248,33.1103,18.3028,46.8517,54.8033,13.1102,60.1506,46.2971,34.6899,35.6473,34.8197,57.0903,27.5953,242.599,59.5863,47.2979,38.8909,22.1875,24.67616875,40.5291349477683
"ZNF618",6.08525,4.80474,6.55491,12.8421,9.35368,11.5333,3.42378,1.10684,1.09475,1.37717,8.15366,10.3047,1.48569,1.28712,1.12095,2.22829,1.61077,1.11797,1.68481,1.46502,6.51061,12.6561,0.0330323,13.6028,14.6926,3.13114,2.34171,3.26094,1.9812,2.14152,12.4482,1.55374,0.742455,5.78905,8.0299,3.54147,5.84479,3.95342,0.996871,8.69305,17.6229,3.49993,7.43156,5.73713,2.76428,3.56055,2.52199,4.77258,4.41445,5.20424,12.1351,14.9293,4.85767,0.132308,2.6361703125,6.49637872578348
"CDK5RAP2",17.2905,13.7452,15.0842,40.9002,32.3121,33.6682,20.9686,7.92827,7.08461,8.72487,19.6123,20.8392,9.9045,8.62679,8.88538,8.18903,7.44487,8.42215,15.2785,10.0782,18.9508,31.7638,31.0563,23.5783,26.9031,23.0708,13.5322,20.278,14.7143,19.4521,23.3642,10.559,10.2169,5.87158,7.04721,8.47365,19.3828,27.2539,28.4897,32.0987,30.5821,5.54065,21.0668,21.8008,20.8816,22.7923,15.53,19.9693,13.0864,39.6246,23.1251,25.4015,19.7365,20.2165,11.323585625,21.7418688603989
"ANKIB1",20.4222,17.3082,14.358,22.868,23.3417,25.002,18.2763,15.1995,12.2183,15.604,19.6643,19.6561,12.5359,13.9534,15.2819,17.9902,14.554,13.2747,25.5296,20.3699,18.1706,31.6259,42.52,23.659,23.205,16.9893,13.2828,15.1557,13.5131,15.655,18.8203,7.23384,4.43237,8.25569,9.17484,4.51438,17.6876,15.5995,6.01273,22.9559,22.7326,7.32848,15.3419,14.7221,19.9563,20.2528,15.4023,14.5988,10.5361,28.061,20.6613,21.3561,19.1685,2.32905,15.324100625,17.6958815099715
"SCMH1",31.2029,27.3129,24.4691,61.6852,49.9223,68.1823,49.7154,11.128,15.1871,10.3631,20.345,22.3249,17.1112,15.264,9.45358,11.8116,12.1688,8.17223,8.92978,7.35895,33.8399,24.0286,26.7859,52.0005,52.2884,75.4129,32.4845,71.1069,14.4406,72.3574,54.2223,25.6901,17.8759,21.586,26.3129,8.8519,32.6723,31.6573,22.602,41.0168,58.773,18.6141,40.6628,58.9153,15.5144,17.656,25.6276,19.4384,23.912,54.7627,40.8735,68.2325,32.8422,2.79696,15.36603375,38.0397466001899
"PRELID2",1.62207,1.28223,0.536395,1.70349,1.36875,1.87537,1.17135,0.151297,0.200703,0.16761,0.0576682,0.0706764,0.237391,0.2767,0.154484,0.186407,0.13296,0.121199,0.46848,0.187919,1.54934,2.00904,1.09759,1.73692,1.38011,0.938276,3.60104,0.822041,0.532594,0.838465,1.45721,0.98325,0.284502,0.339676,0.512287,0.242419,0.835255,0.86704,0.14791,1.32166,1.92595,1.05001,0.629483,0.824726,0.931588,0.876034,3.34931,0.529898,1.96216,0.981259,1.32734,1.38243,1.30214,0.0627096,0.28228135,1.20578042953466
"HDAC4",7.04022,6.39425,9.28145,8.19018,7.37267,8.12838,16.3926,4.60327,6.64098,4.23029,11.5069,12.6993,8.93503,8.72124,4.71162,7.40099,4.65392,3.49918,5.56716,4.24,6.88175,6.10083,2.43168,16.7402,16.6184,50.9174,15.4378,21.5888,8.93609,25.5008,13.7696,3.4361,3.30272,2.74734,4.99725,1.68197,8.23001,4.5586,31.748,14.3793,12.1913,2.26047,12.3771,10.6753,8.53738,9.34416,7.12884,10.3637,4.65188,14.8175,8.75751,19.1509,8.26255,10.1764,6.398669375,11.7101419563153
