Gene,Combined_Score,Clinical Trials,Hpa,Heatmap,Vital,Non Vital,Protein Vital,Protein Non Vital
DST,9.152220929779194,25.0,7.0,3.0348371028352705,26.1944875,30.8088847602089,3.877991213368305,3.649611172538792
SLC39A4,9.148780310642836,18.0,8.0,0.1373505593388325,3.259759,9.33721298385565,0.0,4.449142087937799
GPC3,9.146330566711725,32.0,10.0,-0.3026781758885924,14.2910731875,26.8481989358974,4.5296906097569,3.5147721997792645
ABCA7,9.139876982789705,22.0,10.0,0.0212040203826697,9.41377375,13.6456860066477,2.6887004139919477,3.6171932934565207
CD22,9.124788015516533,34.0,8.0,-0.182978378170994,12.1955368125,20.2050475660019,3.4326455028420586,3.9675412619072006
ITGA6,9.11683744601224,31.0,8.0,1.7612518449621946,12.633775,38.9196788580247,4.258455105299404,4.807443270754891
RAD51B,9.115220930563924,32.0,5.0,3.0908595357247988,0.4348345625,1.32536794064577,3.807975489697952,4.33634640969481
IFNAR1,9.11501177974283,32.0,8.0,-0.635563605254397,13.299823125,20.2736912725546,2.787115403625415,3.5962813623190897
TNFRSF10A,9.11391025695147,33.0,8.0,-0.62702107613933,1.6023886875,5.64446249952517,2.8695536047831647,3.9598020200129582
TEC,9.09911009883954,25.0,10.0,-0.3642111655853002,0.59453114375,3.5188079811491,3.2860431846927467,3.334604057534216
EPHB4,9.097791637795314,33.0,8.0,0.0957020704925811,7.752560625,42.448084648623,3.55738469629553,4.017125210574086
WDR83OS,9.096609323598718,24.0,5.0,1.1725505417207758,41.0236625,71.3970658119658,0.0,4.6307549907470005
NF1,9.089910119002976,25.0,10.0,0.6979004649044573,0.0,0.0,4.125083025909217,3.7839747225422022
AXIN1,9.081446406109498,32.0,7.0,0.2873446732671317,15.73094125,25.2374139648623,3.1158077624899527,3.456762144561532
FBXW7,9.080034077802313,33.0,0.0,0.4692354598695052,20.3295525,12.4886677540361,0.0,0.0
PDE4D,9.073738747136616,22.0,10.0,1.3929515398337196,3.082618125,5.47822001661918,4.06333183960268,4.058178390211517
P2RX7,9.069909879049199,26.0,8.0,1.6234386936574956,10.5452006875,5.27639712773029,3.777944439751439,3.7830680159477232
KMT2D,9.052716532664068,32.0,7.0,0.0923166844528727,9.36006875,17.5424675213675,3.114630540103383,3.34194298295256
ARRDC4,9.035005362605629,0.0,10.0,-0.1499970330428205,16.103471875,25.1172610731244,0.0,0.0
TYRO3,9.032132187201956,32.0,8.0,0.5561867018170474,23.995165875,7.37138504392213,4.26837065851465,3.534000470162553
GPR157,9.030607930785424,0.0,10.0,-0.2167547750422729,1.7329364375,7.82175419895537,0.0,0.0
MR1,9.019138409728832,22.0,10.0,0.2263278191667063,2.183541625,8.42596633950617,3.353819507834581,3.634942246197583
GPR160,9.015943256601151,0.0,10.0,-0.2786469603336996,0.776682,4.64346619278253,0.0,0.0
LAPTM4B,9.010329553658654,0.0,8.0,1.3648533128207956,33.37758125,42.5048778015195,0.0,0.0
ZNRF3,9.008607650155199,0.0,8.0,1.264297501038682,7.2317925,6.68887696747388,0.0,0.0
SLC29A1,8.997092107926603,32.0,8.0,0.539982888867782,26.838061875,79.8658602991453,4.009691008077854,4.148256507131726
NTRK2,8.992744031320846,32.0,10.0,-0.5121098457076861,42.62231375,7.07885865811966,4.532837911930222,4.142802967277607
CYP3A5,8.992222239934142,25.0,5.0,0.274327356156827,1.320290625,15.6687300664767,0.0,4.388071716958432
TRPV2,8.978650053540498,25.0,10.0,0.7075655031124054,0.0,0.0,4.292763972586377,4.296570396129493
